Player,Club,Age,Position,Nation,Value,Contract Years Left,League
Jan Morávek,FC Augsburg,31,midfield,Czech Republic,450000.0,1,Bundesliga
Marco Sau,Benevento Calcio,33,attack,Italy,450000.0,1,Serie A
Thuler,Montpellier HSC,22,Defender,Brazil,450000.0,1,Ligue 1
Louis Munteanu,ACF Fiorentina,19,attack,Romania,450000.0,4,Serie A
Hamadi Al Ghaddioui,VfB Stuttgart,30,attack,Morocco,450000.0,1,Bundesliga
Giuseppe Di Serio,Benevento Calcio,20,attack,Italy,450000.0,fail,Serie A
Bridge Ndilu,FC Nantes,21,attack,France,450000.0,3,Ligue 1
Daniel Congré,Dijon FCO,36,Defender,France,450000.0,2,Ligue 1
Billy Sharp,Sheffield United,35,attack,England,450000.0,1,Premier League
José Antonio Caro,Real Valladolid CF,27,Goalkeeper,Spain,450000.0,1,La Liga
Momo Cissé,VfB Stuttgart,18,attack,Guinea,450000.0,4,Bundesliga
Adrian Benedyczak,Parma Calcio 1913,20,attack,Poland,450000.0,4,Serie A
Jacopo Sala,Spezia Calcio,29,Defender,Italy,450000.0,1,Serie A
Fodé Doucouré,Stade Reims,20,Defender,Mali,450000.0,2,Ligue 1
Yehvann Diouf,Stade Reims,21,Goalkeeper,France,450000.0,3,Ligue 1
Vasilios Zagaritis,Parma Calcio 1913,20,Defender,Greece,450000.0,3,Serie A
Fabian Bredlow,VfB Stuttgart,26,Goalkeeper,Germany,450000.0,3,Bundesliga
Rober Ibáñez,CA Osasuna,28,attack,Spain,450000.0,2,La Liga
Marvin Pieringer,FC Schalke 04,21,attack,Germany,450000.0,1,Bundesliga
William Bianda,AS Roma,21,Defender,France,450000.0,2,Serie A
Batista Mendy,SCO Angers,21,midfield,France,450000.0,3,Ligue 1
Samuel Mraz,Spezia Calcio,24,attack,Slovakia,450000.0,3,Serie A
Luca Marrone,FC Crotone,31,Defender,Italy,450000.0,1,Serie A
Rune Jarstein,Hertha BSC,36,Goalkeeper,Norway,450000.0,2,Bundesliga
Koke Vegas,Levante UD,25,Goalkeeper,Spain,450000.0,1,La Liga
Sekou Gassama,Real Valladolid CF,26,attack,Senegal,450000.0,3,La Liga
El Chadaille Bitshiabu,Paris Saint-Germain,16,Defender,France,450000.0,3,Ligue 1
Marco Pinato,US Sassuolo,26,midfield,Italy,450000.0,2,Serie A
Nano Mesa,Cádiz CF,26,attack,Spain,450000.0,3,La Liga
Lenny Lacroix,FC Metz,18,Defender,France,450000.0,2,Ligue 1
Luismi,Elche CF,29,midfield,Spain,450000.0,1,La Liga
Antonino Ragusa,Hellas Verona,31,attack,Italy,450000.0,1,Serie A
Nicolò Casale,Hellas Verona,23,Defender,Italy,450000.0,2,Serie A
Théo Sainte-Luce,Nîmes Olympique,22,Defender,France,450000.0,1,Ligue 1
Marco Majouga,Nîmes Olympique,20,attack,France,450000.0,fail,Ligue 1
Kingsley Michael,Bologna FC 1909,21,midfield,Nigeria,450000.0,3,Serie A
Goran Pandev,Genoa CFC,38,attack,North Macedonia,450000.0,1,Serie A
José Mari,Cádiz CF,33,midfield,Spain,450000.0,1,La Liga
Lorenz Assignon,Stade Rennais FC,21,Defender,France,450000.0,4,Ligue 1
Marc Mateu,SD Huesca,31,midfield,Spain,450000.0,2,La Liga
Jules Keita,RC Lens,23,attack,Guinea,450000.0,2,Ligue 1
Charles Boli,RC Lens,22,midfield,France,450000.0,3,Ligue 1
Kelyan Guessoum,Nîmes Olympique,22,Defender,France,450000.0,1,Ligue 1
Romain Salin,Stade Rennais FC,37,Goalkeeper,France,450000.0,1,Ligue 1
Pépé Bonet,Stade Rennais FC,18,Goalkeeper,DR Congo,450000.0,1,Ligue 1
Christian Groß,SV Werder Bremen,32,midfield,Germany,450000.0,1,Bundesliga
Oier Zarraga,Athletic Bilbao,22,midfield,Spain,450000.0,2,La Liga
Ihsan Sacko,OGC Nice,24,midfield,France,450000.0,1,Ligue 1
Alex Cordaz,Inter Milan,38,Goalkeeper,Italy,450000.0,1,Serie A
Suleiman Abdullahi,1.FC Union Berlin,24,attack,Nigeria,450000.0,1,Bundesliga
Xavi Simons,Paris Saint-Germain,18,midfield,Netherlands,450000.0,1,Ligue 1
Edouard Michut,Paris Saint-Germain,18,midfield,France,450000.0,4,Ligue 1
Florent Da Silva,Olympique Lyon,18,midfield,France,450000.0,4,Ligue 1
Sydney van Hooijdonk,Bologna FC 1909,21,attack,Netherlands,450000.0,4,Serie A
Orestis Karnezis,LOSC Lille,36,Goalkeeper,Greece,450000.0,2,Ligue 1
Nikita Contini,SSC Napoli,25,Goalkeeper,Italy,450000.0,4,Serie A
Simone Muratore,Atalanta BC,23,midfield,Italy,450000.0,2,Serie A
Malo Gusto,Olympique Lyon,18,Defender,France,450000.0,3,Ligue 1
Federico Brancolini,ACF Fiorentina,20,Goalkeeper,Italy,450000.0,1,Serie A
Nicholas Pierini,US Sassuolo,23,attack,Italy,450000.0,1,Serie A
Simone Palombi,SS Lazio,25,attack,Italy,450000.0,1,Serie A
Simone Edera,Torino FC,24,attack,Italy,450000.0,2,Serie A
Dennis Jastrzembski,Hertha BSC,21,attack,Poland,405000.0,1,Bundesliga
Kiliann Sildillia,SC Freiburg,19,Defender,France,405000.0,fail,Bundesliga
Augustus Kargbo,FC Crotone,21,attack,Sierra Leone,405000.0,1,Serie A
Felix Nmecha,VfL Wolfsburg,20,midfield,England,405000.0,3,Bundesliga
Kevin Schade,SC Freiburg,19,attack,Germany,405000.0,fail,Bundesliga
Petko Hristov,Spezia Calcio,22,Defender,Bulgaria,405000.0,4,Serie A
Sambou Sissoko,Stade Reims,22,Defender,France,405000.0,2,Ligue 1
Connor Ronan,Wolverhampton Wanderers,23,midfield,Ireland,405000.0,3,Premier League
Logan Costa,Stade Reims,20,Defender,France,360000.0,1,Ligue 1
David Heidenreich,Atalanta BC,21,Defender,Czech Republic,360000.0,3,Serie A
Ismaël Gharbi,Paris Saint-Germain,17,midfield,France,360000.0,1,Ligue 1
Anthony Mandréa,SCO Angers,24,Goalkeeper,France,360000.0,1,Ligue 1
Djavan Anderson,SS Lazio,26,midfield,Netherlands,360000.0,2,Serie A
Toni Moya,Deportivo Alavés,23,midfield,Spain,360000.0,2,La Liga
Yannick Cahuzac,RC Lens,36,midfield,France,360000.0,1,Ligue 1
Valon Behrami,Genoa CFC,36,midfield,Switzerland,360000.0,1,Serie A
Pepe Sánchez,Granada CF,21,Defender,Spain,360000.0,1,La Liga
Quini,Granada CF,31,Defender,Spain,360000.0,2,La Liga
Darío Poveda,Getafe CF,24,attack,Spain,360000.0,5,La Liga
Daniele Padelli,Udinese Calcio,35,Goalkeeper,Italy,360000.0,2,Serie A
Castello Lukeba,Olympique Lyon,18,Defender,France,360000.0,3,Ligue 1
Tobias Sippel,Borussia Mönchengladbach,33,Goalkeeper,Germany,360000.0,2,Bundesliga
Hugo Novoa,RB Leipzig,18,attack,Spain,360000.0,1,Bundesliga
Thibaut Vargas,Montpellier HSC,21,Defender,France,360000.0,1,Ligue 1
Carlo Pinsoglio,Juventus FC,31,Goalkeeper,Italy,360000.0,2,Serie A
Neyder Lozano,Granada CF,27,Defender,Colombia,360000.0,1,La Liga
Blendi Idrizi,FC Schalke 04,23,midfield,Kosovo,360000.0,2,Bundesliga
Samuel Loric,FC Lorient,21,Defender,France,360000.0,2,Ligue 1
Jérémy Morel,FC Lorient,37,Defender,Madagascar,360000.0,0,Ligue 1
Joscha Wosz,RB Leipzig,19,midfield,Germany,360000.0,3,Bundesliga
Noah Weißhaupt,SC Freiburg,19,midfield,Germany,360000.0,fail,Bundesliga
Salvatore Elia,Benevento Calcio,22,attack,Italy,360000.0,1,Serie A
Will Norris,Burnley FC,28,Goalkeeper,England,360000.0,2,Premier League
Yayah Kallon,Genoa CFC,20,attack,Sierra Leone,360000.0,fail,Serie A
Víctor Chust,Cádiz CF,21,Defender,Spain,360000.0,1,La Liga
Mato Jajalo,Udinese Calcio,33,midfield,Bosnia-Herzegovina,360000.0,1,Serie A
Gor Manvelyan,FC Nantes,19,attack,France,360000.0,3,Ligue 1
Enzo Lombardo,SD Huesca,24,attack,France,360000.0,3,La Liga
Wes Foderingham,Sheffield United,30,Goalkeeper,England,360000.0,2,Premier League
Sébastien Cibois,Stade Brestois 29,23,Goalkeeper,France,360000.0,1,Ligue 1
Cristian Salvador,SD Huesca,26,midfield,Spain,360000.0,3,La Liga
Álvaro Aguado,Real Valladolid CF,25,midfield,Spain,360000.0,2,La Liga
Matthis Abline,Stade Rennais FC,18,attack,France,360000.0,3,Ligue 1
Tòfol Montiel,ACF Fiorentina,21,midfield,Spain,360000.0,2,Serie A
Salim Ben Seghir,Olympique Marseille,18,attack,France,360000.0,3,Ligue 1
Gennaro Acampora,Benevento Calcio,27,midfield,Italy,360000.0,fail,Serie A
Amir Arli,Dijon FCO,18,midfield,Turkey,360000.0,3,Ligue 1
Rafiki Saïd,Stade Brestois 29,21,attack,Comoros,360000.0,2,Ligue 1
Yahya Soumaré,Dijon FCO,21,attack,France,360000.0,1,Ligue 1
Christian Pastina,Benevento Calcio,20,Defender,Italy,360000.0,fail,Serie A
Víctor García,Real Valladolid CF,24,attack,Spain,360000.0,2,La Liga
Moi Delgado,Real Valladolid CF,27,Defender,Spain,360000.0,1,La Liga
Issouf Sissokho,FC Girondins Bordeaux,19,midfield,Mali,360000.0,3,Ligue 1
Théo Barbet,Dijon FCO,20,Defender,France,360000.0,1,Ligue 1
Ádám Szalai,1.FSV Mainz 05,33,attack,Hungary,360000.0,1,Bundesliga
Federico Peluso,US Sassuolo,37,Defender,Italy,360000.0,1,Serie A
Josip Stanisic,Bayern Munich,21,Defender,Germany,360000.0,2,Bundesliga
Mark Gillespie,Newcastle United,29,Goalkeeper,England,360000.0,2,Premier League
Julien Faussurier,Stade Brestois 29,34,Defender,France,360000.0,1,Ligue 1
Merveille Papela,1.FSV Mainz 05,20,midfield,Germany,360000.0,2,Bundesliga
Niklas Schmidt,SV Werder Bremen,23,midfield,Germany,360000.0,1,Bundesliga
Alexandre Letellier,Paris Saint-Germain,30,Goalkeeper,France,360000.0,1,Ligue 1
Francesco Magnanelli,US Sassuolo,36,midfield,Italy,360000.0,1,Serie A
Ilia Gruev,SV Werder Bremen,21,midfield,Bulgaria,360000.0,2,Bundesliga
Javi Díaz,Sevilla FC,24,Goalkeeper,Spain,360000.0,1,La Liga
Abdel Medioub,FC Girondins Bordeaux,23,Defender,Algeria,315000.0,1,Ligue 1
Nils-Jonathan Körber,Hertha BSC,24,Goalkeeper,Germany,315000.0,1,Bundesliga
Petar Micin,Udinese Calcio,22,midfield,Serbia,315000.0,1,Serie A
Bryan Cabezas,Atalanta BC,24,attack,Ecuador,315000.0,1,Serie A
Azzedine Ounahi,SCO Angers,21,midfield,Morocco,315000.0,4,Ligue 1
Nicola Rauti,Torino FC,21,attack,Italy,315000.0,fail,Serie A
Cristiano Lombardi,SS Lazio,25,attack,Italy,315000.0,1,Serie A
Riccardo Ladinetti,Cagliari Calcio,20,midfield,Italy,315000.0,3,Serie A
Filippo Costa,SSC Napoli,26,Defender,Italy,315000.0,1,Serie A
Ruben Providence,AS Roma,20,attack,France,315000.0,3,Serie A
Adam Obert,Cagliari Calcio,18,Defender,Slovakia,315000.0,fail,Serie A
Lubomir Tupta,Hellas Verona,23,attack,Slovakia,315000.0,2,Serie A
Amir Feratovic,AS Roma,19,Defender,Slovenia,315000.0,3,Serie A
Eiji Kawashima,RC Strasbourg Alsace,38,Goalkeeper,Japan,315000.0,2,Ligue 1
Noah Atubolu,SC Freiburg,19,Goalkeeper,Germany,315000.0,fail,Bundesliga
Marvin Stefaniak,VfL Wolfsburg,26,midfield,Germany,270000.0,1,Bundesliga
Martin Pecar,Eintracht Frankfurt,19,attack,Slovenia,270000.0,2,Bundesliga
Cristian Rivero,Valencia CF,23,Goalkeeper,Spain,270000.0,3,La Liga
Edoardo Bove,AS Roma,19,midfield,Italy,270000.0,3,Serie A
Manuel Cabit,FC Metz,28,Defender,Martinique,270000.0,1,Ligue 1
Malamine Doumbouya,FC Lorient,21,midfield,France,270000.0,fail,Ligue 1
Edoardo Masciangelo,Benevento Calcio,25,Defender,Italy,270000.0,1,Serie A
Tim Civeja,FC Augsburg,19,midfield,Germany,270000.0,1,Bundesliga
Frédéric Sammaritano,Dijon FCO,35,midfield,France,270000.0,1,Ligue 1
Jérôme Hergault,FC Lorient,35,Defender,France,270000.0,1,Ligue 1
Enrique Herrero García,Eintracht Frankfurt,16,attack,Spain,270000.0,4,Bundesliga
Riccardo Ciervo,AS Roma,19,attack,Italy,270000.0,3,Serie A
Marvin Obuz,1. FC Köln,19,attack,Germany,270000.0,3,Bundesliga
Anselmo García McNulty,VfL Wolfsburg,18,Defender,Ireland,270000.0,3,Bundesliga
Valentino Lesieur,RC Lens,18,Goalkeeper,Portugal,270000.0,3,Ligue 1
Boris Radunović,Cagliari Calcio,25,Goalkeeper,Serbia,270000.0,4,Serie A
Tim Lemperle,1. FC Köln,19,attack,Germany,270000.0,2,Bundesliga
Remi Matthews,Crystal Palace,27,Goalkeeper,England,270000.0,2,Premier League
Waniss Taïbi,SCO Angers,19,midfield,France,270000.0,1,Ligue 1
Jesús Areso,CA Osasuna,22,Defender,Spain,270000.0,5,La Liga
Torben Müsel,Borussia Mönchengladbach,22,midfield,Germany,270000.0,fail,Bundesliga
Mikel Rico,SD Huesca,36,midfield,Spain,270000.0,1,La Liga
Nicola Ravaglia,UC Sampdoria,32,Goalkeeper,Italy,270000.0,1,Serie A
Lesley Ugochukwu,Stade Rennais FC,17,midfield,France,270000.0,3,Ligue 1
Andrei Ratiu,SD Huesca,23,Defender,Romania,270000.0,3,La Liga
Barbero,CA Osasuna,22,attack,Spain,270000.0,2,La Liga
Yassin Fekir,Real Betis Balompié,24,attack,France,270000.0,2,La Liga
Metehan Güçlü,Stade Rennais FC,22,attack,Turkey,270000.0,2,Ligue 1
Kévin Boma,SCO Angers,18,Defender,France,270000.0,1,Ligue 1
Loum Tchaouna,Stade Rennais FC,17,attack,France,270000.0,3,Ligue 1
Philipp Pentke,TSG 1899 Hoffenheim,36,Goalkeeper,Germany,270000.0,1,Bundesliga
Nishan Burkart,SC Freiburg,21,attack,Switzerland,270000.0,fail,Bundesliga
Antonio Valera,SD Huesca,24,Goalkeeper,Spain,270000.0,1,La Liga
Ibrahim Karamoko,Torino FC,20,midfield,France,270000.0,2,Serie A
Deji Sotona,OGC Nice,18,attack,Ireland,270000.0,2,Ligue 1
Scott Carson,Manchester City,35,Goalkeeper,England,270000.0,1,Premier League
Dennis Stojkovic,Torino FC,19,attack,Serbia,270000.0,fail,Serie A
Jokin Ezkieta,Athletic Bilbao,24,Goalkeeper,Spain,270000.0,2,La Liga
Luca Siligardi,Parma Calcio 1913,33,attack,Italy,270000.0,1,Serie A
Philipp Tschauner,RB Leipzig,35,Goalkeeper,Germany,270000.0,1,Bundesliga
Roli Pereira de Sa,FC Nantes,24,midfield,France,270000.0,1,Ligue 1
Giacomo Ricci,Parma Calcio 1913,24,Defender,Italy,270000.0,1,Serie A
Oskar Buur,Wolverhampton Wanderers,23,Defender,Denmark,270000.0,2,Premier League
Habib Keïta,Olympique Lyon,19,midfield,Mali,270000.0,4,Ligue 1
Kimberly Ezekwem,SC Freiburg,20,Defender,Germany,270000.0,fail,Bundesliga
Mahamé Siby,RC Strasbourg Alsace,25,midfield,France,270000.0,2,Ligue 1
Titas Krapikas,Spezia Calcio,22,Goalkeeper,Lithuania,270000.0,1,Serie A
Jan Olschowsky,Borussia Mönchengladbach,19,Goalkeeper,Germany,270000.0,2,Bundesliga
Diego Conde,Getafe CF,22,Goalkeeper,Spain,270000.0,3,La Liga
Boubacar Fall,AS Saint-Étienne,20,Goalkeeper,Senegal,270000.0,4,Ligue 1
Martín Calderón,Cádiz CF,22,midfield,Spain,270000.0,3,La Liga
Eldin Jakupovic,Leicester City,36,Goalkeeper,Switzerland,270000.0,0,Premier League
Noah Fatar,SCO Angers,19,attack,France,270000.0,2,Ligue 1
Ugo Bertelli,Olympique Marseille,18,midfield,France,270000.0,2,Ligue 1
Phil Bardsley,Burnley FC,36,Defender,Scotland,270000.0,1,Premier League
Eugenio Pizzuto,LOSC Lille,19,midfield,Mexico,270000.0,4,Ligue 1
Filippo Tripi,AS Roma,19,midfield,Italy,270000.0,3,Serie A
Luca Gemello,Torino FC,21,Goalkeeper,Italy,248000.0,1,Serie A
Thore Jacobsen,SV Werder Bremen,24,midfield,Germany,248000.0,1,Bundesliga
Davide Mondonico,FC Crotone,24,Defender,Italy,248000.0,3,Serie A
Gianluca Saro,FC Crotone,21,Goalkeeper,Italy,248000.0,4,Serie A
Ahmad Ngouyamsa,Dijon FCO,20,Defender,Cameroon,225000.0,1,Ligue 1
Jakob Busk,1.FC Union Berlin,27,Goalkeeper,Denmark,225000.0,1,Bundesliga
Stefan Drljaca,Borussia Dortmund,22,Goalkeeper,Germany,225000.0,1,Bundesliga
Ben Lhassine Kone,Torino FC,21,midfield,Cote d'Ivoire,225000.0,2,Serie A
Fábio Carvalho,Fulham FC,18,midfield,England,225000.0,1,Premier League
Oscar Schönfelder,SV Werder Bremen,20,attack,Germany,225000.0,2,Bundesliga
Wilitty Younoussa,Dijon FCO,19,midfield,Cameroon,225000.0,1,Ligue 1
Andy Diouf,Stade Rennais FC,18,attack,France,225000.0,3,Ligue 1
Laurenz Dehl,1.FC Union Berlin,19,midfield,Germany,225000.0,1,Bundesliga
Kuki Zalazar,Real Valladolid CF,23,attack,Spain,225000.0,1,La Liga
Antonios Papadopoulos,Borussia Dortmund,21,midfield,Germany,225000.0,2,Bundesliga
Lee Grant,Manchester United,38,Goalkeeper,England,225000.0,1,Premier League
Simon Straudi,SV Werder Bremen,22,Defender,Italy,225000.0,1,Bundesliga
Gerard Yepes,UC Sampdoria,18,midfield,Spain,225000.0,0,Serie A
Denis Franchi,Paris Saint-Germain,18,Goalkeeper,Italy,225000.0,2,Ligue 1
Flavio Bianchi,Genoa CFC,21,attack,Italy,225000.0,3,Serie A
Malcolm Barcola,Olympique Lyon,22,Goalkeeper,Togo,225000.0,1,Ligue 1
Kobe Hernández-Foster,VfL Wolfsburg,19,Defender,United States,225000.0,1,Bundesliga
Robbie Gotts,Leeds United,21,midfield,England,225000.0,1,Premier League
Niklas Lomb,Bayer 04 Leverkusen,28,Goalkeeper,Germany,225000.0,1,Bundesliga
Juan Iglesias,Getafe CF,23,Defender,Spain,225000.0,1,La Liga
Zargo Touré,Dijon FCO,31,Defender,Senegal,225000.0,2,Ligue 1
Fabrice Ondoa,Deportivo Alavés,25,Goalkeeper,Cameroon,225000.0,3,La Liga
Giuseppe Borello,FC Crotone,22,attack,Italy,225000.0,1,Serie A
Alex Palmer,West Bromwich Albion,25,Goalkeeper,England,225000.0,2,Premier League
Manuel Nocciolini,Parma Calcio 1913,32,attack,Italy,225000.0,1,Serie A
Kevin Bemanga,SCO Angers,23,attack,France,225000.0,2,Ligue 1
Diant Ramaj,Eintracht Frankfurt,19,Goalkeeper,Germany,225000.0,3,Bundesliga
Denis Petric,FC Nantes,33,Goalkeeper,Serbia,225000.0,1,Ligue 1
Eric Lanini,Parma Calcio 1913,27,attack,Italy,225000.0,3,Serie A
Zinédine Ould Khaled,SCO Angers,21,midfield,France,225000.0,1,Ligue 1
Lorenzo Colombini,Spezia Calcio,20,Defender,Italy,225000.0,fail,Serie A
David Martin,West Ham United,35,Goalkeeper,England,225000.0,1,Premier League
Drissa Camara,Parma Calcio 1913,19,midfield,Cote d'Ivoire,225000.0,3,Serie A
Federico Marchetti,Genoa CFC,38,Goalkeeper,Italy,180000.0,1,Serie A
Andreas Söndergaard,Wolverhampton Wanderers,20,Goalkeeper,Denmark,180000.0,2,Premier League
Antoine Valério,Nîmes Olympique,21,midfield,France,180000.0,1,Ligue 1
Sergio Benito,Real Valladolid CF,22,attack,Spain,180000.0,2,La Liga
Jordan Stevens,Leeds United,21,midfield,England,180000.0,1,Premier League
Quentin Merlin,FC Nantes,19,attack,France,180000.0,3,Ligue 1
Jon Pacheco,Real Sociedad,20,Defender,Spain,180000.0,4,La Liga
Alessandro Zanoli,SSC Napoli,20,Defender,Italy,180000.0,2,Serie A
Carlos Isaac,Deportivo Alavés,23,Defender,Spain,180000.0,2,La Liga
El Hacen,Real Valladolid CF,23,midfield,Mauritania,180000.0,2,La Liga
Darren Lima Semedo,FC Girondins Bordeaux,19,Goalkeeper,France,180000.0,fail,Ligue 1
Omar Khailoti,Bologna FC 1909,19,Defender,Italy,180000.0,1,Serie A
William Mikelbrencis,FC Metz,17,Defender,France,180000.0,3,Ligue 1
Giacomo Satalino,US Sassuolo,22,Goalkeeper,Italy,180000.0,fail,Serie A
Léon Delpech,Nîmes Olympique,19,midfield,France,180000.0,fail,Ligue 1
Pasquale Giannotti,FC Crotone,22,midfield,Italy,180000.0,fail,Serie A
Julian Frommann,Arminia Bielefeld,18,midfield,Germany,180000.0,fail,Bundesliga
Loris Mouyokolo,FC Lorient,20,Defender,France,180000.0,4,Ligue 1
Philipp Schulze,VfL Wolfsburg,18,Goalkeeper,Germany,180000.0,2,Bundesliga
Bogdan Jocic,Hellas Verona,20,midfield,Serbia,180000.0,2,Serie A
Giuseppe Caso,Genoa CFC,22,attack,Italy,180000.0,fail,Serie A
Nicolas Penneteau,Stade Reims,40,Goalkeeper,France,180000.0,2,Ligue 1
Kacper Urbanski,Bologna FC 1909,16,midfield,Poland,180000.0,4,Serie A
Walim Lgharbi,SCO Angers,18,midfield,France,180000.0,2,Ligue 1
Famana Quizera,Borussia Mönchengladbach,19,midfield,Portugal,180000.0,fail,Bundesliga
Lenny Joseph,FC Metz,20,attack,France,180000.0,3,Ligue 1
Thibault Tamas,Montpellier HSC,20,Defender,France,180000.0,1,Ligue 1
Warmed Omari,Stade Rennais FC,21,Defender,France,180000.0,3,Ligue 1
Omer Hanin,1.FSV Mainz 05,23,Goalkeeper,Israel,180000.0,2,Bundesliga
Conor Coventry,West Ham United,21,midfield,Ireland,180000.0,2,Premier League
Roberto Corral,Real Valladolid CF,23,Defender,Spain,180000.0,1,La Liga
Felix Irorere,Eintracht Frankfurt,19,Defender,Germany,180000.0,fail,Bundesliga
Harry Lewis,Southampton FC,23,Goalkeeper,England,180000.0,1,Premier League
Andrea Cambiaso,Genoa CFC,21,Defender,Italy,180000.0,fail,Serie A
Laurens Serpe,Genoa CFC,20,Defender,Italy,180000.0,2,Serie A
Jannis Lang,VfL Wolfsburg,19,Defender,Germany,180000.0,2,Bundesliga
Ben Klefisch,RB Leipzig,18,midfield,Germany,180000.0,3,Bundesliga
Oussama Targhalline,Olympique Marseille,19,midfield,Morocco,180000.0,2,Ligue 1
Jens Castrop,1. FC Köln,18,midfield,Germany,180000.0,2,Bundesliga
Jens Grahl,Eintracht Frankfurt,32,Goalkeeper,Germany,180000.0,3,Bundesliga
Nahuel Noll,TSG 1899 Hoffenheim,18,Goalkeeper,Germany,180000.0,4,Bundesliga
Mathis Bruns,1.FC Union Berlin,17,Defender,Germany,180000.0,fail,Bundesliga
Abdoulaye Sylla,FC Nantes,21,Defender,Guinea,180000.0,fail,Ligue 1
Jonas Urbig,1. FC Köln,18,Goalkeeper,Germany,180000.0,3,Bundesliga
Erwan Belhadji,Dijon FCO,20,attack,France,180000.0,1,Ligue 1
Josete Miranda,Getafe CF,23,attack,Equatorial Guinea,180000.0,1,La Liga
Grégoire Coudert,Stade Brestois 29,22,Goalkeeper,France,180000.0,1,Ligue 1
Loïc Bessile,FC Girondins Bordeaux,22,Defender,Togo,180000.0,1,Ligue 1
Matis Carvalho,Montpellier HSC,22,Goalkeeper,Portugal,180000.0,1,Ligue 1
Santiago Visentin,FC Crotone,22,Defender,Argentina,180000.0,3,Serie A
Iliman Ndiaye,Sheffield United,21,midfield,France,180000.0,1,Premier League
Amjhad Nazih,Nîmes Olympique,19,Goalkeeper,France,180000.0,3,Ligue 1
Roberto Biancu,Cagliari Calcio,21,midfield,Italy,180000.0,3,Serie A
Fabio Schneider,1.FC Union Berlin,19,midfield,Germany,180000.0,1,Bundesliga
Giorgio Altare,Cagliari Calcio,23,Defender,Italy,158000.0,4,Serie A
Milutin Osmajic,Cádiz CF,22,attack,Montenegro,158000.0,3,La Liga
Alessandro Bordin,Spezia Calcio,23,midfield,Italy,158000.0,fail,Serie A
Mouhamadou Sarr,Bologna FC 1909,24,Goalkeeper,Senegal,135000.0,fail,Serie A
Ibrahima Baldé,RC Lens,18,attack,France,135000.0,3,Ligue 1
Joakim Kada,Olympique Marseille,20,Defender,Algeria,135000.0,1,Ligue 1
Adam Oudjani,RC Lens,19,midfield,Algeria,135000.0,2,Ligue 1
Hubert Idasiak,SSC Napoli,19,Goalkeeper,Poland,135000.0,fail,Serie A
Yanis Guermouche,Montpellier HSC,20,attack,France,135000.0,1,Ligue 1
Aaron Kamardin,Olympique Marseille,19,Defender,France,135000.0,2,Ligue 1
Mamadou Camara,RC Lens,18,midfield,Senegal,135000.0,3,Ligue 1
Pierre Zaidan,Nîmes Olympique,20,Defender,France,135000.0,fail,Ligue 1
Mahamadou Doucouré,Nîmes Olympique,21,attack,France,135000.0,3,Ligue 1
Paolo Sciortino,Olympique Marseille,17,midfield,France,135000.0,3,Ligue 1
Lorenzo Andrenacci,Genoa CFC,26,Goalkeeper,Italy,135000.0,3,Serie A
Kyu-hyun Park,SV Werder Bremen,20,Defender,"Korea, South",135000.0,3,Bundesliga
Simon Ngapandouetnbu,Olympique Marseille,18,Goalkeeper,Cameroon,135000.0,1,Ligue 1
Ousmane Ba,FC Metz,19,Goalkeeper,Senegal,135000.0,4,Ligue 1
Tyrese Francois,Fulham FC,21,midfield,Australia,135000.0,1,Premier League
Marvin Senaya,RC Strasbourg Alsace,20,Defender,France,135000.0,3,Ligue 1
Charly Jan,FC Nantes,22,Goalkeeper,France,135000.0,1,Ligue 1
Alexandre Pierre,RC Strasbourg Alsace,20,Goalkeeper,Haiti,135000.0,3,Ligue 1
Jan Kubala,Udinese Calcio,21,Defender,Czech Republic,135000.0,1,Serie A
Marco Festa,FC Crotone,29,Goalkeeper,Italy,135000.0,1,Serie A
Ruwen Werthmüller,Hertha BSC,20,attack,Switzerland,135000.0,fail,Bundesliga
Marius Adamonis,SS Lazio,24,Goalkeeper,Lithuania,135000.0,1,Serie A
Malcom Bokele Mputu,FC Girondins Bordeaux,21,Defender,France,135000.0,1,Ligue 1
Davy Rouyard,FC Girondins Bordeaux,21,Goalkeeper,Guadeloupe,135000.0,4,Ligue 1
Béni Makouana,Montpellier HSC,18,attack,Congo,135000.0,fail,Ligue 1
Nicolò Manfredini,Benevento Calcio,33,Goalkeeper,Italy,135000.0,fail,Serie A
